id,release_date,revenue,status,tagline,title,video
9603,1995-07-19,0.0,Released,Sex. Clothes. Popularity. Is there a problem here?,Clueless,False
34615,1995-12-15,676525.0,Released,,"Cry, the Beloved Country",False
31174,1995-12-29,0.0,Released,"I can smile, and murder while I smile",Richard III,False
11443,1995-10-06,0.0,Released,"In this daring heist, the only color that counts is green",Dead Presidents,False
35196,1995-12-29,0.0,Released,,Restoration,False
9312,1995-08-18,122195920.0,Released,Nothing In This World Has Prepared You For This.,Mortal Kombat,False
577,1995-05-20,21284514.0,Released,All she wanted was a little attention.,To Die For,False
11861,1995-10-06,23574130.0,Released,There's beauty in the patterns of life.,How To Make An American Quilt,False
807,1995-09-22,327311859.0,Released,Seven deadly sins. Seven ways to die.,Se7en,False
10530,1995-06-14,346079773.0,Released,An American legend comes to life.,Pocahontas,False
8391,1995-05-05,0.0,Released,,When Night Is Falling,False
629,1995-07-19,23341568.0,Released,Five Criminals. One Line Up. No Coincidence.,The Usual Suspects,False
117164,1994-11-22,0.0,Released,She's no angel of mercy.,Guardian Angel,False
11448,1995-09-13,6700000.0,Released,,Mighty Aphrodite,False
49133,1994-01-01,0.0,Released,,Lamerica,False
26441,1995-09-29,0.0,Released,The biggest kick of the year!,The Big Green,False
97406,1995-05-19,0.0,Released,The toughest act to follow was their dreams.,Georgia,False
124057,1997-07-08,0.0,Released,,Kids of the Round Table,False
9089,1995-11-02,17519169.0,Released,We'll do it every year..until we get it right,Home for the Holidays,False
11010,1994-09-22,0.0,Released,,The Postman,False
99040,1995-09-29,0.0,Released,,The Confessional,False
11359,1995-07-14,0.0,Released,,The Indian in the Cupboard,False
17182,1996-01-12,0.0,Released,What do you do when justice fails?,Eye for an Eye,False
2054,1995-12-29,106269971.0,Released,"Of All the Lives He Changed, the One That Changed the Most Was His Own.",Mr. Holland's Opus,False
10607,1996-01-12,0.0,Released,"Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.",Don't Be a Menace to South Central While Drinking Your Juice in the Hood,False
19760,1996-01-12,0.0,Released,"A new comedy about love, laughter, and larceny",Two If by Sea,False
9536,1996-01-12,0.0,Released,Bud and Doyle are here to save the world. But who's gonna save the world from Bud and Doyle?,Bio-Dome,False
11525,1996-01-12,2409225.0,Released,"God made him simple. Science made him a god. Now, he wants revenge.",Lawnmower Man 2: Beyond Cyberspace,False
40628,1995-10-22,0.0,Released,You're never too old to believe in a dream. Or too young to make one come true!,Two Bits,False
4482,1995-02-08,0.0,Released,,French Twist,False
10634,1995-04-26,28215918.0,Released,A lot can go down between thursday and saturday...,Friday,False
755,1996-01-19,25836616.0,Released,One night is all that stands between them and freedom. But it's going to be a hell of a night.,From Dusk Till Dawn,False
11859,1995-11-03,11534477.0,Released,He's a cop on the edge. She's a woman with a dangerous secret. And now they're both...,Fair Game,False
28387,1995-10-06,718490.0,Released,Anxiety loves company.,Kicking and Screaming,False
48750,1995-03-22,0.0,Released,"In a time of chaos, in a world of change, he was moved by a book he could not read to become a hero he never imagined.",Les Miserables,False
20927,1996-01-26,19030691.0,Released,He gave her flowers. She gave him a chance.,Bed of Roses,False
36929,1996-01-26,2042530.0,Released,A comedy for the kid in all of us.,Big Bully,False
9102,1995-09-08,5781885.0,Released,The last scream you hear will be your own.,Screamers,False
124626,1995-02-18,0.0,Released,,Nico Icon,False
27526,1995-11-15,0.0,Released,"...some lives cross, others collide.",The Crossing Guard,False
9623,1996-02-02,0.0,Released,There is no defense.,The Juror,False
46785,1995-01-01,0.0,Released,,The White Balloon,False
400,1995-12-01,529766.0,Released,Protect. Love. Honor. Avenge.,Things to Do in Denver When You're Dead,False
880,1995-09-12,0.0,Released,A motion picture that celebrates everything you love about life.,Antonia's Line,False
146599,1996-01-26,0.0,Released,,Once Upon a Time... When We Were Colored,False
188588,1995-11-22,0.0,Released,,Last Summer in the Hamptons,False
8447,1995-09-10,0.0,Released,An elegant seduction. An erotic deception. A stunning revelation.,Angels and Insects,False
10534,1996-02-02,10300000.0,Released,,White Squall,False
17414,1996-01-12,0.0,Released,He's about to turn a Five Star Hotel into a three ring circus.,Dunston Checks In,False
13997,1996-02-01,32.0,Released,There's one in every family.,Black Sheep,False
2086,1995-11-22,8175346.0,Released,,Nick of Time,False
61548,1995-09-14,0.0,Released,,The Journey of August King,False
9095,1996-02-23,12379402.0,Released,The untold story of Jekyll and Hyde,Mary Reilly,False
12158,1995-10-26,19800000.0,Released,A comic tale of horror and seduction.,Vampire in Brooklyn,False
9283,1996-02-09,0.0,Released,"Good times never seemed so good,",Beautiful Girls,False
9208,1996-02-09,150270147.0,Released,Prepare to Go Ballistic.,Broken Arrow,False
40154,1995-12-01,0.0,Released,The drama. The passion. The intrigue... And the rehearsals haven't even started.,A Midwinter's Tale,False
406,1995-05-31,0.0,Released,Three Young Friends... One Last Chance.,La Haine,False
45549,1994-12-06,0.0,Released,No one leaves without paying...,Shopping,False
63076,1995-12-27,0.0,Released,   ,Heidi Fleiss: Hollywood Madam,False
11062,1996-02-16,0.0,Released,It started with a shootout on a rainswept street and ended in a scandal that shattered New York.,City Hall,False
13685,1996-02-21,560069.0,Released,"They're not really criminals, but everyone's got to have a dream.",Bottle Rocket,False
47475,1996-02-16,0.0,Released,,Mr. Wrong,False
2045,1996-02-23,0.0,Released,He loved her. He lost her. He won't let her memory die... until it tells him who killed her.,Unforgettable,False
9614,1996-02-16,41205099.0,Released,He doesn't play golf... he destroys it.,Happy Gilmore,False
688,1995-05-28,182016617.0,Released,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,The Bridges of Madison County,False
11907,1994-11-07,0.0,Released,,Nobody Loves Me,False
10874,1996-02-16,34327391.0,Released,Set sail for Muppet mayhem!,Muppet Treasure Island,False
89333,1995-12-08,0.0,Released,"The moment when fashion, art and entertainment come together with stunning force and beauty.",Catwalk,False
96357,1995-05-20,0.0,Released,,Headless Body in Topless Bar,False
197,1995-05-24,210000000.0,Released,Every man dies. Not every man truly lives.,Braveheart,False
103,1976-02-07,28262574.0,Released,"On every street in every city, there's a nobody who dreams of being a somebody.",Taxi Driver,False
33542,1995-01-30,32392047.0,Released,No Fear. No Stuntman. No Equal.,Rumble in the Bronx,False
43566,1996-02-23,0.0,Released,A murder. A suspect. A shadow of a doubt.,Before and After,False
71754,1995-09-13,0.0,Released,She found a way to preserve her memories forever.,Margaret's Museum,False
43612,1995-01-31,0.0,Released,,Happiness Is in the Field,False
51352,1995-06-08,1.0,Released,"She is perhaps Hitler's best known victim, but what was Anne Frank really like?",Anne Frank Remembered,False
16934,1995-01-20,0.0,Released,,The Young Poisoner's Handbook,False
10324,1996-03-08,0.0,Released,A comedy for the romantically challenged.,If Lucy Fell,False
78406,1995-09-29,6278139.0,Released,Two brothers. One fortune. Zero chance they'll share it.,Steal Big Steal Little,False
55731,1996-03-22,0.0,Released,A dream can make all the difference under the sun.,Race the Sun,False
32119,1992-12-06,0.0,Released,,The Boys of St. Vincent,False
11066,1992-06-30,70100000.0,Released,A Player Who's About to be Played.,Boomerang,False
11104,1994-07-14,0.0,Released,What a difference a day makes,Chungking Express,False
37975,1995-09-21,0.0,Released,"In the golden age of cinema, everyone dreams of becoming a star. One man promises to make all their dreams come true...",The Star Maker,False
2074,1996-03-22,14702438.0,Released,"A comedy about sex, love, family and other accidents waiting to happen.",Flirting with Disaster,False
27793,1994-10-26,0.0,Released,It's a brand new beginning in the adventure that never ends,The Neverending Story III: Escape from Fantasia,False
44284,1994-09-30,0.0,Released,,The Silences of the Palace,False
290157,1995-01-01,0.0,Released,A Haunting Real Life Mystery,Jupiter's Wife,False
110972,1996-02-09,0.0,Released,The only thing that stands in the way of fate and true love is a little traffic.,Pie in the Sky,False
32622,1995-01-01,0.0,Released,,Angela,False
73067,1995-11-22,0.0,Released,Sometimes the brightest star is the one that shines within.,Frankie Starlight,False
11863,1995-10-13,9851610.0,Released,Some fantasies go too far.,Jade,False
55475,1995-08-16,0.0,Released,,Nueba Yol,False
124636,1995-08-01,0.0,Released,,Sonic Outlaws,False
9101,1996-03-01,0.0,Released,"A rusty sub. A rebel commander. A renegade crew. When destiny called, they should have hung up.",Down Periscope,False
123360,1995-09-08,0.0,Released,,From the Journals of Jean Seberg,False
5757,1995-09-15,209935.0,Released,He as a centerfold who revealed everything ... but the truth.,Man of the Year,False
39428,1995-08-23,0.0,Released,,The Neon Bible,False
124639,1995-08-01,0.0,Released,,Target,False
9302,1996-03-01,0.0,Released,"Every Day we Have, is One More Than We Deserve.",Up Close & Personal,False
11000,1996-03-08,185260553.0,Released,Come as you are.,The Birdcage,False
249882,1995-10-12,0.0,Released,,Virgin Mary,False
16388,1995-08-09,0.0,Released,Sometimes the Best Friends Are the Ones You've Known Your Whole Life.,The Brothers McMullen,False
9737,1995-04-07,141407024.0,Released,Whatcha gonna do?,Bad Boys,False
30765,1995-08-25,0.0,Released,"In the sweeping highlands of China, a boy begins a magical journey to save the life of a natural wonder.",The Amazing Panda Adventure,False
10474,1995-04-21,0.0,Released,The true story of the death of innocence and the birth of an artist.,The Basketball Diaries,False
22279,1995-07-21,851545.0,Released,,An Awfully Big Adventure,False
30157,1994-08-05,0.0,Released,"Accountancy, Murder, Amnesia, Torture, Ecstasy, Understanding, Redemption",Amateur,False
568,1995-06-30,355237933.0,Released,"Houston, we have a problem.",Apollo 13,False
11780,1995-04-13,31596911.0,Released,Honor made him a man. Courage made him a hero. History made him a legend.,Rob Roy,False
34996,1995-01-10,0.0,Released,The dark is their sunlight. What makes them different is what keeps them alive.,The Addiction,False
414,1995-06-16,336529144.0,Released,"Courage now, truth always...",Batman Forever,False
649,1967-05-24,0.0,Released,Luis Bunuel's Masterpiece of Erotica!,Belle de Jour,False
1873,1995-05-24,0.0,Released,Truth has a witness,Beyond Rangoon,False
5894,1995-09-15,1275000.0,Released,Welcome to the planet Brooklyn.,Blue in the Face,False
1775,1995-06-08,178104.0,Released,"I'll tell ya another thing, their beer sucks!",Canadian Bacon,False
8839,1995-05-26,287928194.0,Released,Get an afterlife,Casper,False
20649,1995-09-15,13071518.0,Released,"When there's murder on the streets, everyone is a suspect.",Clockers,False
10329,1995-06-09,152022101.0,Released,Where you are the endangered species.,Congo,False
8963,1995-05-12,157387195.0,Released,Danger runs deep.,Crimson Tide,False
26564,1994-09-10,3174695.0,Released,Weird sex · Obsession · Comic books,Crumb,False
8068,1995-08-25,25405445.0,Released,"When the smoke clears, it just means he's reloading.",Desperado,False
8512,1995-09-15,16140822.0,Released,Private detective Easy Rawlins has been caught on the wrong side of the most dangerous secret in town.,Devil in a Blue Dress,False
1572,1995-05-19,366101666.0,Released,Think fast. Look alive. Die hard.,Die Hard: With a Vengeance,False
13552,1995-10-27,0.0,Released,Sex. Violence. Whatever.,The Doom Generation,False
259209,1995-10-12,0.0,Released,There is no escape from the past.,Feast of July,False
6520,1995-07-07,127600435.0,Released,Their greatest battle would be for her love.,First Knight,False
9073,1995-07-19,0.0,Released,The adventure is back. The fun is back. Willy's back. And this time he's brought his whole family to meet an old friend ... and take on a new challenge.,Free Willy 2 - The Adventure Home,False
10428,1995-09-14,7563728.0,Released,"There is no right or wrong, only fun and boring",Hackers,False
17447,1995-08-18,0.0,Released,Love is an adventure when one of you is sure... and the other is positive.,Jeffrey,False
9886,1995-05-26,19075720.0,Released,The hottest data on earth. In the coolest head in town.,Johnny Mnemonic,False
9482,1995-06-30,113493481.0,Released,"In the future, one man is the law.",Judge Dredd,False
19326,1995-04-12,17014653.0,Released,For truth. For justice. For five bucks a day.,Jury Duty,False
9344,1995-07-28,7412216.0,Released,,Kids,False
9071,1995-01-20,1148752.0,Released,Nick is about to discover the first rule of filmmaking: if at first you don't succeed... PANIC!,Living in Oblivion,False
8973,1995-08-25,0.0,Released,Trust Nothing Except Your Fear.,Lord of Illusions,False
15730,1993-05-20,0.0,Released,,Love & Human Remains,False
47608,1995-05-26,15453274.0,Released,A wild and sexy adventure!,Mad Love,False
2293,1995-10-20,2122561.0,Released,They're not there to shop. They're not there to work. They're just there.,Mallrats,False
9070,1995-06-30,66000000.0,Released,The Power Is On!,Mighty Morphin Power Rangers: The Movie,False
68274,1995-09-29,0.0,Released,"Virginity, sex, the big cry, and other salty topics.",Moonlight and Valentino,False
48787,1995-09-28,1.0,Released,She Can't Speak. She Can't Scream. She Can't Beg For Mercy.,Mute Witness,False
34574,1994-09-13,0.0,Released,Unseen. Unforgiving. Undead.,Nadja,False
1642,1995-07-28,110627965.0,Released,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.",The Net,False
11472,1995-07-12,69660733.0,Released,Ready or Not.,Nine Months,False
36196,1995-06-09,472370.0,Released,"Sassy, savvy and definitely clued-in!",Party Girl,False
11980,1995-09-01,16.0,Released,"On ancient ground, at the edge of the world, an evil born in heaven is about to be unleashed on earth.",The Prophecy,False
58372,1995-11-17,0.0,Released,The most twisted Christmas ever.,Reckless,False
32646,1995-06-23,0.0,Released,In the 21st century nobody will be... Safe.,Safe,False
10533,1995-10-13,10382407.0,Released,"When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",The Scarlet Letter,False
56088,1995-08-25,0.0,,What Happens On Stage Is Only Half The Story!,The Show,False
10802,1995-09-22,20350754.0,Released,Beyond your wildest dreams. Beyond your wildest fantasies.,Showgirls,False
10149,1995-06-09,8349430.0,Released,Where there's smoke... there's laughter!,Smoke,False
18402,1995-08-04,50892160.0,Released,"A story about husbands, wives, parents, children and other natural disasters.",Something to Talk About,False
9348,1995-07-07,113374103.0,Released,Our time is up.,Species,False
139408,1995-09-15,0.0,Released,,The Stars Fell on Henrietta,False
281,1995-10-13,7959291.0,Released,You know you want it.,Strange Days,False
5967,1964-02-19,0.0,Released,a film for all the young lovers of the world,The Umbrellas of Cherbourg,False
79593,1995-09-08,5780000.0,Released,,The Tie That Binds,False
47939,1995-10-27,7025496.0,Released,"If you really believe, magic will find you",Three Wishes,False
36834,1995-11-02,339889.0,Released,Touched by Genius. Cursed by Madness. Blinded by Love.,Total Eclipse,False
9090,1995-09-07,47774193.0,Released,Attitude is everything,"To Wong Foo, Thanks for Everything! Julie Newmar",False
3512,1995-07-13,104324083.0,Released,Last time he rocked the boat. This time the sky's the limit.,Under Siege 2: Dark Territory,False
52856,1995-09-15,0.0,Released,Sometimes you find your heroes in the most unlikely places,Unstrung Heroes,False
77350,1995-08-11,0.0,Released,,Unzipped,False
9560,1995-08-11,50012507.0,Released,A man in search. A woman in need. A story of fate.,A Walk in the Clouds,False
9804,1995-07-28,264218220.0,Released,Beyond the horizon lies the secret to a new beginning.,Waterworld,False
31611,1995-12-01,0.0,Released,Reality Just Switched Sides,White Man's Burden,False
65796,1995-12-01,0.0,Released,The Name Is Legendary. The Man Is Real.,Wild Bill,False
49805,1994-10-12,0.0,Released,The greatest lessons in the life and the ones learned by heart.,The Browning Version,False
26258,1995-08-04,0.0,Released,"They wanted a great adventure. What they got was ""Mad Max"" Grabelski.",Bushwhacked,False
50797,1994-05-01,2616503.0,Released,A moving and poignant story set against the corrupt politics of the Stalinist era.,Burnt by the Sun,False
19155,1994-06-09,763847.0,Released,Once You Know The Faces You Will Begin To Understand The Story,Before the Rain,False
76,1995-01-27,5535405.0,Released,Can the greatest romance of your life last only one night?,Before Sunrise,False
11017,1995-02-10,26488734.0,Released,Billy is going back to school... Way back.,Billy Madison,False
37141,1995-10-17,0.0,Released,Something about her captures the imagination.,The Babysitter,False
9382,1995-02-03,23450000.0,Released,"A motion picture that celebrates the art of survival, the gift of laughter and the miracle of friendship.",Boys on the Side,False
6715,1995-04-21,0.0,Released,The best cure for a disease is friendship,The Cure,False
18256,1995-08-04,0.0,Released,Hideous... hungry... and loose!,Castle Freak,False
22625,1995-03-16,0.0,Released,,Circle of Friends,False
2292,1994-09-13,3151130.0,Released,Just because they serve you doesn't mean they like you.,Clerks,False
1909,1994-10-01,22200000.0,Released,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,Don Juan DeMarco,False
8984,1994-12-09,214015089.0,Released,Sex Is Power.,Disclosure,False
61813,1995-01-01,0.0,Released,,Dream Man,False
4954,1994-12-08,0.0,Released,Taking crime to new heights,Drop Zone,False
62488,1995-04-28,0.0,Released,Fate visits in ways you never expect,Destiny Turns on the Radio,False
10531,1994-05-04,0.0,Released,Prepare yourself for the moment of truth.,Death and the Maiden,False
11929,1995-03-24,0.0,Released,"Sometimes, an accident can be an unhappy woman's best friend.",Dolores Claiborne,False
8467,1994-12-16,247275374.0,Released,"What the one doesn't have, the other is missing.",Dumb and Dumber,False
10451,1994-08-03,7294403.0,Released,,Eat Drink Man Woman,False
20156,1994-09-24,0.0,Released,"In a world of temptation, obsession is the deadliest desire.",Exotica,False
18395,1994-10-14,6841570.0,Released,"To crack this case, these two cops will have to flash more than their badges.",Exit to Eden,False
522,1994-09-27,5887457.0,Released,"When it came to making bad movies, Ed Wood was the best.",Ed Wood,False
397,1995-05-05,0.0,Released,,French Kiss,False
10525,1995-05-19,0.0,Released,,Forget Paris,False
27985,1995-01-13,0.0,Released,Partners in survival. Friends for life.,Far from Home: The Adventures of Yellow Dog,False
15789,1995-04-07,35348597.0,Released,It's the story of a father who couldn't be closer...to driving his son crazy.,A Goofy Movie,False
27303,1995-03-03,12201255.0,Released,He was bought back from the dead... but he didn't come back alone.,Hideaway,False
21183,1995-06-02,0.0,Released,Unleash your imagination... and come along on a magical journey. Follow him home.,Fluke,False
10954,1994-12-07,0.0,Released,Où s'arrête le pouvoir de sa voix?,Farinelli,False
47867,1995-05-12,3992809.0,Released,The talking pig who made it big!,Gordy,False
43475,1995-12-01,0.0,Released,The original green hero!,Gumby: The Movie,False
72031,1994-09-16,0.0,Released,In a world filled with violence... his only weapon is the truth!,The Glass Shield,False
14275,1994-09-12,7830611.0,Released,An Extraordinary True Story.,Hoop Dreams,False
1024,1994-09-02,3049135.0,Released,From a secret world no one could see... came a crime no one could believe.,Heavenly Creatures,False
17207,1995-01-06,26325256.0,Released,,Houseguest,False
13701,1994-12-16,0.0,Released,,Immortal Beloved,False
14819,1995-02-17,17689177.0,Released,They don't run the fastest. They don't jump the highest. But they sure are getting the last laugh. Heavyweights. They never met a hot dog they didn't like ... until now.,Heavyweights,False
32631,1995-02-24,0.0,Released,He's trapped in a world where killing is an art and revenge is an obsession,The Hunted,False
11777,1994-12-24,0.0,Released,Think Love.,I.Q.,False
628,1994-11-11,223664608.0,Released,Drink from me and live forever,Interview with the Vampire,False
87729,1995-03-31,2474000.0,Released,A powerful man torn between his love for one woman and his secret desire for another.,Jefferson in Paris,False
18713,1995-02-03,0.0,Released,,The Jerky Boys,False
6280,1994-11-22,37000000.0,Released,Nothing is inconceivable,Junior,False
9061,1995-02-17,0.0,Released,Buried deep in the Florida Everglades is a secret that can save an innocent man or let a killer kill again.,Just Cause,False
37108,1995-08-11,0.0,Released,Joust Do It.,A Kid in King Arthur's Court,False
6071,1995-04-21,0.0,Released,,Kiss of Death,False
11,1977-05-25,775398007.0,Released,"A long time ago in a galaxy far, far away...",Star Wars,False
9587,1994-12-21,0.0,Released,"The story that has lived in our hearts for generations, now comes to the screen for the holidays.",Little Women,False
19101,1995-05-10,0.0,Released,Every girl everywhere is a princess.,A Little Princess,False
49980,1994-02-18,0.0,Released,,Ladybird Ladybird,False
17961,1994-02-16,0.0,Released,,L'Enfer,False
18183,1992-04-16,21665468.0,Released,"In Tita's kitchen, ordinary spices become a recipe for passion.",Like Water for Chocolate,False
4476,1994-12-16,160638883.0,Released,After the Fall from Innocence the Legend begins.,Legends of the Fall,False
11008,1995-03-24,0.0,Released,He's looking for a few good men... or a few guys old enough to shave.,Major Payne,False
47504,1994-10-27,0.0,Released,Brothers in blood. Partners in crime.,Little Odessa,False
32325,1994-06-08,0.0,Released,Mothers. Warriors. Sisters. Survivors.,Mi Vida Loca,False
43742,1994-10-21,0.0,Released,,Love Affair,False
28313,1995-03-17,7603766.0,Released,Who decides what makes a mother?,Losing Isaiah,False
11318,1994-12-28,0.0,Released,,The Madness of King George,False
3036,1994-11-04,112006296.0,Released,Be Warned.  It's Alive,Mary Shelley's Frankenstein,False
40490,1995-03-03,0.0,Released,Jack wants to marry Ben's mother. But there are strings attached.,Man of the House,False
24070,1994-12-21,0.0,Released,,Mixed Nuts,False
8986,1994-08-31,18137661.0,Released,You can't get enough of a good thing... But first you have to find it.,Milk Money,False
10510,1994-11-18,46264384.0,Released,"If you really believe, anything can happen.",Miracle on 34th Street,False
17402,1995-01-27,5.0,Released,Love is great. Marriage is a completely different affair.,Miami Rhapsody,False
38722,1995-05-03,0.0,Released,Three generations of dreams.,My Family,False
8438,1995-01-20,17381942.0,Released,The trial that brought down Alcatraz,Murder in the First,False
11593,1994-12-23,0.0,Released,In a town where nothing ever happens... everything is about to happen to Sully.,Nobody's Fool,False
1945,1994-12-23,106683817.0,Released,Her heart. Her soul. Her language are a mystery...A mystery called Nell,Nell,False
39310,1995-04-19,0.0,Released,The Only Thing That Matters Is The Ride,New Jersey Drive,False
109560,1993-08-14,0.0,Released,The toughest city in the world deserves the toughest cop.,New York Cop,False
56428,1994-04-22,0.0,Released,Psychological Terror Beyond Your Wildest Nightmares,Beyond Bedlam,False
63105,1995-09-26,0.0,Released,The Future Just Got Darker,Nemesis 2 - Nebula,False
131957,1995-03-03,0.0,Released,Sometimes you have to break your vow to keep your promise.,Nina Takes a Lover,False
241,1994-08-25,50282766.0,Released,The Media Made Them Superstars.,Natural Born Killers,False
9058,1994-09-17,0.0,Released,A love story written in the stars.,Only You,False
527,1994-09-02,2201126.0,Released,"A family in crisis, a life in chaos... Nothing is more powerful than a mother's love.",Once Were Warriors,False
18220,1996-01-16,0.0,Released,Passion. Seduction. Betrayal. Lily wanted to be just like Ivy.,Poison Ivy II: Lily,False
6950,1995-03-10,189859560.0,Released,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,Outbreak,False
101,1994-09-14,45284974.0,Released,"If you want a job done well, hire a professional.",Leon: The Professional,False
63020,1995-05-12,2832826.0,Released,"On the way to finding a family, she found love.",The Perez Family,False
2307,1995-04-28,0.0,Released,,A Pyromaniac's Love Story,False
680,1994-09-10,213928762.0,Released,Just because you are a character doesn't mean you have character.,Pulp Fiction,False
41478,1995-11-10,6834525.0,Released,The People Called Them Heroes. The F.B.I. Called Them Public Enemy Number One.,Panther,False
25296,1992-02-01,152322.0,Released,,Pushing Hands,False
40156,1994-01-01,4176932.0,Released,"In a world of rituals, in a place of secrets, a man must choose between keeping the faith and exposing the truth.",Priest,False
11450,1994-09-16,0.0,Released,Fifty million people watched but no one saw a thing.,Quiz Show,False
30304,1995-05-05,0.0,Released,,Picture Bride,False
10452,1994-05-13,0.0,Released,,Queen Margot,False
12106,1995-02-09,18552460.0,Released,Think you are quick enough?,The Quick and the Dead,False
161495,1995-03-01,12400000.0,Released,,Roommates,False
3586,1994-12-23,11300653.0,Released,"At the world's hottest fashion show, there's been a murder and now everyone's a suspect. If you've got something to hide, you'll need something to wear.",Prêt-à-Porter,False
110,1994-05-27,0.0,Released,,Three Colors: Red,False
108,1993-01-10,0.0,Released,,Three Colors: Blue,False
109,1994-01-26,0.0,Released,,Three Colors: White,False
159185,1994-10-14,0.0,Released,,"Red Firecracker, Green Firecracker",False
36357,1995-01-01,0.0,Released,,Rent-a-Kid,False
92769,1995-10-03,0.0,Released,Trusting your children can be deadly.,Relative Fear,False
28033,1995-04-12,0.0,Released,,Stuart Saves His Family,False
22586,1994-11-18,9771658.0,Released,An enchanting classic destined to capture your heart and free your spirit.,The Swan Princess,False
14334,1994-01-01,0.0,Released,Between land and sea there is a place where myths are real.,The Secret of Roan Inish,False
2636,1994-10-07,170362582.0,Released,The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.,The Specialist,False
2164,1994-10-27,196567262.0,Released,It will take you a million light years from home. But will it bring you back?,Stargate,False
11395,1994-11-10,189833357.0,Released,What if your dad was Santa Claus?,The Santa Clause,False
278,1994-09-23,28341469.0,Released,Fear can hold you prisoner. Hope can set you free.,The Shawshank Redemption,False
9905,1994-12-22,0.0,Released,The award winning thriller that'll bury you with laughs.,Shallow Grave,False
87078,1993-09-14,102780.0,Released,A thriller where nothing is black and white.,Suture,False
